Twitter ;0.008070212788879871 -2.0378171757329255E-4 -0.003408231073990464 0.003869054140523076 0.0034002852626144886 -0.0033802646212279797 -0.009494221769273281 0.003873697482049465 -0.007698522415012121 -0.00590644683688879 -0.006369030103087425 0.007812392432242632 -0.0064291274175047874 9.881674777716398E-4 0.0019099712371826172 -0.009456878527998924 -0.006833966821432114 0.0045975586399436 0.0012937235878780484 -0.005286037921905518 -0.0019392757676541805 0.002191422041505575 -0.005269117187708616 -0.007080616895109415 -0.0017735320143401623 -0.0025919615291059017 5.217886064201593E-4 0.0050546955317258835 -0.008020487613976002 0.005946519318968058 -0.0080643929541111 9.492551907896996E-4 4.5032738125883043E-4 -0.00536305783316493 6.463647005148232E-4 0.005836924072355032 -0.005329863168299198 -4.3528139940463006E-4 -0.006865715608000755 -0.007807088550180197 -0.004006254952400923 0.00925139244645834 -0.0011935203801840544 -0.008018816821277142 0.005402982234954834 0.002945537446066737 0.007996848784387112 0.0018127906369045377 0.003611216554418206 0.008996937423944473
Twitter ;0.008543207310140133 -0.009247826412320137 0.007370875682681799 9.007262997329235E-4 0.002543356269598007 -0.009489255025982857 -0.005754698533564806 -0.009992976672947407 0.003500703489407897 -0.002203382784500718 -0.009119495749473572 0.00990253034979105 0.0028244638815522194 1.0340213520976249E-5 -0.007145573850721121 0.009375229477882385 0.008458122611045837 -2.1190702682361007E-4 -0.0019628279842436314 0.006931958254426718 0.0036183129996061325 -0.002374991774559021 0.0014125489396974444 -0.004052616655826569 0.00368009926751256 0.004115701653063297 -0.0022449688985943794 -0.003007206367328763 -0.002232617698609829 -0.006003216374665499 -0.0030333560425788164 -0.008429184556007385 -0.009397190995514393 0.005360233597457409 -0.005323810037225485 -0.003768595401197672 -0.008839985355734825 0.006318119820207357 -0.005192698910832405 0.009503096342086792 0.008695033378899097 -0.0028988157864660025 0.008753462694585323 -0.008983534760773182 -0.009048054926097393 -0.0018112289253622293 0.009479192085564137 -0.0032176945824176073 -0.008019366301596165 0.004465093370527029
Twitter ;0.009749912656843662 -0.008934203535318375 -0.0020088732708245516 -0.009606392122805119 -0.007405498996376991 0.008517326787114143 0.007025127299129963 -0.009640486910939217 -3.058308211620897E-4 -0.001297488808631897 4.7599434037692845E-4 0.00797971710562706 0.008190914057195187 -0.009958304464817047 -0.004784461576491594 0.007305522914975882 -0.0010569363366812468 -0.007772199343889952 0.00804936420172453 0.0065614329650998116 -0.004338936880230904 0.007472959812730551 -0.004785426892340183 0.009764826856553555 9.293925832025707E-4 -0.003348518628627062 0.005898446775972843 -0.008105117827653885 0.007300566416233778 6.361794075928628E-4 0.001151363831013441 -0.00320760952308774 6.483375909738243E-4 0.006511164829134941 -0.009190867654979229 0.004410610068589449 0.0022251163609325886 0.0021304332185536623 -0.0034242975525557995 9.045719634741545E-4 0.006401441991329193 0.006543571595102549 0.00866326317191124 0.003743734210729599 -0.009885914623737335 0.006897877436131239 -0.003976698964834213 0.007739183958619833 -0.005585728213191032 -9.560406033415347E-5
Twitter ;0.002492941450327635 0.001995772123336792 0.00201818929053843 0.0064118849113583565 -0.005125655326992273 -0.004771869629621506 -0.006025231909006834 0.0014720129547640681 0.0073723625391721725 0.007981191389262676 0.006750576198101044 -4.235291271470487E-4 -0.003240535268560052 0.006561766844242811 0.005530936643481255 1.384258212056011E-5 9.308671578764915E-4 0.00807530153542757 0.0015287041896954179 -0.007049829699099064 0.006751402281224728 0.007055304013192654 -0.0033504795283079147 -0.007324327249079943 0.0034642755053937435 0.006264757830649614 0.0025299047119915485 -0.004693194292485714 -0.005734386388212442 -5.258011515252292E-4 0.005604580510407686 0.005679520312696695 -0.007076440844684839 -0.008650771342217922 0.0015911376103758812 0.0024295973125845194 0.005570250563323498 0.005178545601665974 0.0022721432615071535 0.0013393270783126354 -0.008344977162778378 -0.006851767189800739 0.008122751489281654 0.009429745376110077 -0.008562385104596615 -0.0034032827243208885 -0.006376754492521286 0.0016969775315374136 0.007041102275252342 -0.0016501533100381494
Twitter ;0.007345413789153099 0.009161152876913548 0.0075363097712397575 -0.0025327622424811125 0.007922781631350517 -0.008104177191853523 0.001979733584448695 -0.0015322690596804023 0.004221172071993351 0.006788678001612425 -0.006474696099758148 -0.009618769399821758 0.0013241720153018832 0.004503749310970306 -0.0018570083193480968 0.007404678966850042 0.001990827266126871 -0.0030905234161764383 -6.51680224109441E-4 0.007751458790153265 -0.0014217280549928546 -0.005930341314524412 -0.006787371356040239 0.004155182745307684 0.009126230143010616 -0.006444791331887245 7.776415441185236E-4 0.008156276308000088 0.00955104362219572 -0.00851049367338419 -0.008954974822700024 -0.008964789099991322 0.009418574161827564 -0.005264380015432835 -0.0016785942716524005 0.0028525101952254772 -0.00981629453599453 0.006960499100387096 0.003684494411572814 4.2379734804853797E-4 0.003766943234950304 0.008321908302605152 -0.0020071500912308693 0.008417893201112747 -0.0010065262904390693 0.0040563070215284824 0.005921904928982258 -0.0023397773038595915 -0.0031570754945278168 -0.0014639091677963734
Twitter ;0.004034487996250391 -0.0076171159744262695 0.0031630455050617456 -0.006631287280470133 -0.0019376211566850543 -0.00637146458029747 0.002813327359035611 0.0016638434026390314 -0.0058660125359892845 -0.0031160181388258934 -0.00714428536593914 -0.0019911264535039663 0.009377773851156235 -0.0077391620725393295 0.0014480173122137785 0.0035039340145885944 -0.009827847592532635 0.003446167567744851 -0.008250711485743523 0.00297811022028327 0.009934812784194946 0.004513366147875786 0.005510314367711544 -0.007158803753554821 -4.969596629962325E-4 0.005515629891306162 0.0027626585215330124 -0.004252244718372822 -0.006945618893951178 0.00881880521774292 9.805094450712204E-4 9.799647377803922E-4 -0.005755487363785505 -0.006634836085140705 0.009324345737695694 0.004643983673304319 -0.0045671770349144936 -0.008487428538501263 0.009851559065282345 -0.005610580090433359 0.00382208707742393 0.002122103003785014 -0.006231485400348902 -0.009373262524604797 -0.002454513218253851 -0.008790784515440464 0.004638018552213907 -0.008039458654820919 -0.0022966479882597923 -0.006647367496043444
Twitter ;0.008645549416542053 0.002915378659963608 0.004695765674114227 -0.002285494701936841 0.0031877814326435328 -0.008643713779747486 -0.009135215543210506 -0.006761304102838039 -0.002091756323352456 0.004114432260394096 -0.009033769369125366 -0.007328441366553307 -0.0014609276549890637 -0.006806007586419582 0.003812429727986455 -0.0027440274134278297 -0.006515297573059797 -0.006607064977288246 -0.003292061621323228 -0.0015872406074777246 0.00836772657930851 0.001238876604475081 0.001940885791555047 -0.005492569878697395 0.005795883946120739 -0.00978321023285389 -0.007445319555699825 0.0027084541507065296 0.007289081811904907 0.005873772781342268 0.001174837350845337 0.00949632003903389 0.008370882831513882 6.445860490202904E-4 -0.0070236679166555405 -0.006546080578118563 0.00967029295861721 -0.005119118373841047 -0.0076272510923445225 -0.005231307819485664 -0.0037008856888860464 0.0013294029049575329 -0.003892757697030902 -2.4610458058305085E-4 -0.005689121317118406 0.0020846461411565542 -0.006981641985476017 -0.0063083418644964695 6.294846389209852E-5 0.006778104230761528
Twitter ;0.002494742861017585 -0.0017034440534189343 -0.006915149744600058 0.007483256980776787 -0.009007062762975693 0.004422036465257406 -9.221506188623607E-4 0.0021152771078050137 -0.007202513515949249 0.004340163432061672 0.00801620353013277 -0.0033449428156018257 0.008017277345061302 -0.007868961431086063 0.008289406076073647 -0.004189075902104378 0.005140598863363266 -0.009477504529058933 0.00522791501134634 -0.008186119608581066 7.832443807274103E-4 0.0014893901534378529 0.0016958165215328336 0.006991108413785696 3.569948603399098E-4 -0.007524931337684393 -0.007367539219558239 -0.00801168568432331 -0.00845574401319027 0.008000515401363373 0.00982652511447668 -0.006714393850415945 0.009591290727257729 -0.00740446662530303 -0.008874901570379734 -0.00645827641710639 0.008538199588656425 -0.00475817546248436 -0.0028967505786567926 -0.007470352109521627 0.009596140123903751 0.0020265174098312855 0.0030970536172389984 0.003820657730102539 -0.003669600933790207 -2.6318550226278603E-4 -0.001604323973879218 0.007509052753448486 -0.008910879492759705 -0.008780717849731445
Twitter ;-0.007557880133390427 0.008563268929719925 1.2494206021074206E-4 9.59293800406158E-4 -0.004692311864346266 -0.002067298861220479 -0.00984580721706152 -0.001722128945402801 0.0031812952365726233 -0.005187039263546467 -3.57717253791634E-5 0.00494381645694375 0.009805637411773205 0.0051271747797727585 -0.0036532257217913866 0.007049653213471174 0.004088717512786388 -0.0029962884727865458 -0.009058935567736626 0.007968557067215443 -0.0028474468272179365 0.0035956990905106068 -0.0074865254573524 -0.006815085653215647 -0.0028753892984241247 -0.007762317080050707 -0.003377423854544759 0.009261549450457096 -0.0035129522439092398 0.005858792923390865 0.0028128349222242832 0.008501486852765083 -0.004932763520628214 -0.0037831466179341078 0.001858129515312612 0.0068017300218343735 -0.007080344017595053 0.004724219907075167 0.006751811131834984 0.0018178879981860518 0.007101083640009165 -0.0041419886983931065 -0.002336981240659952 0.007259530946612358 -0.009914414957165718 -0.005563126876950264 -0.002271475736051798 -0.0050229583866894245 0.0016151189338415861 -1.1923670535907149E-4
Twitter ;9.7621203167364E-4 -3.2842575456015766E-4 -0.00811032485216856 0.004232513718307018 -0.0013756488915532827 0.002251231577247381 -0.00435859989374876 -0.006172112189233303 0.0068025789223611355 0.00409059738740325 -0.008939229883253574 -0.004042963497340679 -0.008223356679081917 0.00661608437076211 0.006305407267063856 -1.390004181303084E-4 -0.0038269488140940666 -0.0032837027683854103 0.002970576286315918 -0.004235166124999523 -0.0074151488952338696 0.006554774008691311 0.0029467009007930756 0.002357801189646125 -0.0062531414441764355 0.005694468971341848 -0.002397194504737854 0.009143967181444168 0.003348478116095066 -0.0056618331000208855 -0.002458183793351054 0.008502084761857986 0.0010829400271177292 -0.008619274944067001 0.004518008325248957 -0.0017314994474872947 7.43949378374964E-4 -0.007898583076894283 0.008028149604797363 -0.004524837248027325 0.002156404312700033 0.0038231692742556334 -0.009531503543257713 -0.009473001584410667 -0.0058722589164972305 -0.002252592472359538 0.005559844896197319 0.009986226446926594 0.006581839174032211 -8.547961479052901E-4
Twitter ;-0.0017104976577684283 -2.0618498092517257E-4 0.004301534965634346 0.0016158448997884989 -0.005885531660169363 0.003536931239068508 -0.002353009534999728 0.008508802391588688 -0.00978707056492567 0.0023464928381145 -0.0017012380994856358 0.0055992091074585915 -0.0030981546733528376 -0.0012887013144791126 0.0012925553601235151 1.3101100648782449E-6 -0.003315935144200921 -2.523821603972465E-4 -0.009376303292810917 -0.008948356844484806 0.008012252859771252 -0.0058270590379834175 -0.009251328185200691 -0.0037560451310127974 -0.009800395928323269 -0.005267688073217869 0.0074833654798567295 -0.00875123217701912 -5.307912942953408E-4 -0.006334091071039438 0.0026257107965648174 -5.452596815302968E-4 0.004155387636274099 -0.008480368182063103 -0.0010947942500934005 0.008847866207361221 0.006624623201787472 -5.730831762775779E-4 -0.002185360062867403 0.002896397141739726 -0.009614157490432262 0.006924697197973728 0.006036652252078056 0.003634457476437092 -0.009694801643490791 -0.004726654849946499 -5.012243636883795E-4 0.0024140477180480957 -0.005411237943917513 0.009181013330817223
Twitter ;-0.008460036478936672 0.0037808227352797985 0.0067992862313985825 -0.0021615223959088326 -0.008235352113842964 -0.005612452980130911 0.00990287959575653 0.009605680592358112 0.002667555818334222 -0.005775419995188713 0.007792005315423012 4.6019910951144993E-4 0.006889167707413435 -0.004569590091705322 0.00923970341682434 0.0065283202566206455 0.006006843876093626 -0.008190452121198177 3.570127300918102E-4 -0.0028483127243816853 0.006169702857732773 7.183671114034951E-4 -0.006151541136205196 0.0047707268968224525 -0.006777606904506683 -0.003430819371715188 -0.002492368221282959 0.004784133285284042 0.006726010702550411 -0.0010128283174708486 -0.005982385948300362 1.3982057680550497E-5 -0.00569072226062417 0.008058547973632812 0.004593147896230221 0.004443326964974403 -0.004319724161177874 -0.006402329541742802 0.008407553657889366 0.009227081201970577 -0.008780824020504951 -0.0024707443080842495 0.009736010804772377 0.008890598081052303 -0.003929907456040382 0.0071751996874809265 -0.007590369787067175 0.008439702913165092 0.005263601429760456 0.007892969995737076
Twitter ;0.008366279304027557 0.0026974272914230824 -0.004976658616214991 -0.0029264723416417837 -0.0034494297578930855 -0.004166470840573311 -2.5875092251226306E-4 -0.007044771686196327 -0.003038254799321294 -0.002203701762482524 0.005601793527603149 0.0044958326034247875 -0.0082703847438097 -0.00993766076862812 -0.0076628029346466064 7.406103541143239E-4 -0.008751525543630123 0.004755793604999781 -0.0014764749212190509 0.00785883329808712 0.0070521030575037 0.0017769396072253585 0.007106450852006674 -3.412604201002978E-5 0.003937044180929661 0.008146747015416622 -0.004872578661888838 0.0026282297912985086 0.0015736663481220603 0.007588544860482216 0.00615396723151207 -0.001945547410286963 0.009102476760745049 -0.001957362750545144 0.00716429203748703 -0.0022942684590816498 -0.0028737650718539953 -0.005520651116967201 -7.183658890426159E-4 0.009878543205559254 0.0054829358123242855 -0.008307408541440964 0.0047724125906825066 -0.006082662381231785 -0.006394841708242893 0.003944085910916328 -0.0021132517140358686 0.006147910375148058 0.004659902770072222 -0.004254684317857027
Twitter ;-0.005085882265120745 0.0017772173741832376 -4.4282912858761847E-4 0.007054704241454601 -0.00929585937410593 0.007567953784018755 -0.0014121931744739413 0.007075993809849024 -0.003563643665984273 -0.007588581647723913 -0.005873768124729395 -0.007518393453210592 9.193694568239152E-4 -0.007361004129052162 0.0020976292435079813 0.00430554011836648 0.009237203747034073 0.009759938344359398 -0.0018982964102178812 0.008695963770151138 -1.767384965205565E-4 0.005684782285243273 -0.008420255035161972 -0.006845579016953707 0.007281219586730003 -0.002771787578240037 -0.002276840154081583 0.006557743530720472 -0.00888957642018795 -0.0036230217665433884 -0.003236553631722927 0.0021048628259450197 -9.868949418887496E-4 -9.762090048752725E-4 -0.0020037423819303513 0.007930484600365162 -0.0018470948562026024 0.009755799546837807 -0.0020068692974746227 -0.007578153628855944 0.004532370250672102 -0.004586292430758476 0.004106768406927586 -0.0011778664775192738 0.004357346333563328 0.0043330118060112 0.0020367682445794344 0.00869830697774887 -0.00950905866920948 -0.003746880916878581
Twitter ;-0.005929957609623671 0.004443527199327946 -0.0031752800568938255 0.007328512612730265 0.00854841060936451 0.00223712669685483 -0.005899808369576931 -0.007652191445231438 0.007071689236909151 2.9815195011906326E-4 -6.902486202307045E-4 -0.0036755555775016546 -0.005285581108182669 -0.0031008070800453424 -0.00309808854945004 -0.00795614905655384 0.00867520086467266 -0.008606276474893093 0.006101774051785469 -0.0024031400680541992 -1.4055549399927258E-4 3.727292933035642E-4 0.009486755356192589 0.0069501674734056 -3.8365600630640984E-4 -0.001074802246876061 -0.008240744471549988 0.008141251280903816 8.39233416627394E-6 -0.008876780979335308 -0.005870567634701729 -0.003534743096679449 0.009499269537627697 0.006963029969483614 -0.002085090847685933 -0.0037184208631515503 -0.0037401472218334675 -0.009563291445374489 0.0044596074149012566 0.006294442340731621 -0.0018667745171114802 9.199499618262053E-4 -0.006918502971529961 0.008246525190770626 0.001989603042602539 0.001797454315237701 0.00970300380140543 -0.0021296727936714888 -0.003959489520639181 9.509956580586731E-4
Twitter ;-0.007455692160874605 0.002610671566799283 -9.93558089248836E-4 0.00958020705729723 -0.0032640087883919477 0.002848327159881592 0.009491784498095512 0.0022707937750965357 0.006421370431780815 -0.009900668635964394 0.0043984889052808285 0.009240897372364998 -0.005353578366339207 0.004722914658486843 -0.00762983551248908 -0.0026370298583060503 8.886849391274154E-4 -7.263505249284208E-4 -0.00273957010358572 0.004854144994169474 -0.0037948070093989372 -0.009017962962388992 0.002397590782493353 -0.001227322150953114 -0.003992872312664986 -0.0015879911370575428 -0.003741075284779072 0.0029006623663008213 0.006454018410295248 0.005600385367870331 -0.0034502882044762373 -0.0010428499663248658 0.0012785374419763684 0.002247933065518737 -0.008188639767467976 -0.0029502324759960175 -0.008685635402798653 -0.003068571677431464 -0.0015163123607635498 -0.002389664063230157 0.006877195555716753 0.0013456583255901933 -0.00816795602440834 -0.005668030120432377 -0.002836925908923149 -0.008634268306195736 0.002573616337031126 0.0012126362416893244 -0.009681402705609798 0.009616921655833721
Twitter ;0.00396037707105279 0.0029672228265553713 0.00796293094754219 -0.003055059351027012 0.008030704222619534 0.0035717664286494255 -0.008212120272219181 0.005822337698191404 -0.0071400366723537445 -0.008548819459974766 -4.6185254177544266E-5 -0.008299973793327808 0.006529938895255327 -0.00740197766572237 0.0029616712126880884 -0.002472005318850279 0.004121772013604641 9.31501344894059E-5 -0.0018748765578493476 -0.009145872667431831 0.007314487360417843 -0.00659148721024394 -0.007057374343276024 -0.0028610562440007925 0.003276687813922763 0.004796622786670923 -0.0013692450011149049 0.0038531397003680468 0.0038134276401251554 0.009288150817155838 -0.006188169587403536 0.0070793055929243565 7.557606440968812E-4 0.008948883041739464 -0.009833655320107937 9.87975625321269E-4 -7.187819574028254E-4 -0.007103427313268185 -0.00928044319152832 -0.0011945097940042615 2.4419307010248303E-4 0.007214237470179796 -0.004995842929929495 -0.008175034075975418 0.006692398805171251 -0.009535309858620167 0.0029754971619695425 0.006186023820191622 -0.002566117560490966 0.007902571931481361
Twitter ;0.004144598264247179 0.003947291057556868 0.006835752632468939 -0.006489667575806379 -0.005149750504642725 0.007208328228443861 -0.001340742688626051 -0.007792167365550995 -0.0016698711551725864 0.009135900996625423 0.0074396561831235886 -0.003897101152688265 -0.007948501966893673 0.0018226491520181298 -0.0070846849121153355 0.007618380710482597 -0.003478514961898327 0.0024972688406705856 -0.007377893663942814 -0.0010187512962147593 0.0030819475650787354 0.005081984680145979 -0.006442757789045572 -0.007615832146257162 -0.0043554347939789295 -0.0014571112114936113 -0.0044054556638002396 0.002547103213146329 -7.489192066714168E-4 5.951857310719788E-4 0.007807701826095581 0.0012461578007787466 -0.006773290690034628 0.0016596210189163685 0.009680794551968575 -0.008659699000418186 0.003101118840277195 5.3492782171815634E-5 0.009315107017755508 0.008957813493907452 0.009592077694833279 0.0016180943930521607 7.173633202910423E-4 7.406747317872941E-4 -0.002186133759096265 -0.009416855871677399 0.003388653974980116 0.003632166190072894 0.0035611067432910204 -0.0037358354311436415
